Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer,Yield,Rainfall
38.0,61.23,26.32,Black,Wheat,9,4,38,17-17-17,19.04,118.04
36.29,71.0,56.12,Black,Barley,38,0,0,DAP,24.02,133.66
32.76,61.99,68.62,Black,Pulses,13,0,38,DAP,27.57,117.59
33.01,61.9,32.87,Sandy,Wheat,41,3,1,28-28,19.51,138.65
27.09,64.13,38.0,Black,Paddy,28,0,27,28-28,22.26,147.58
30.15,68.23,37.36,Sandy,Wheat,11,0,9,28-28,17.3,140.19
31.12,54.41,55.18,Clayey,Oil seeds,12,0,31,DAP,22.93,114.1
31.08,61.81,34.73,Red,Wheat,38,3,0,DAP,19.28,125.92
34.99,65.23,27.62,Clayey,Maize,1,17,13,10/26/2026,16.7,132.11
28.29,46.16,41.47,Black,Millets,3,12,16,20-20,17.56,98.9
37.61,61.11,36.72,Loamy,Barley,10,2,42,Urea,21.55,121.03
36.02,69.03,54.45,Sandy,Barley,21,0,22,20-20,24.24,135.05
28.58,41.09,30.84,Red,Tobacco,21,0,22,17-17-17,16.73,95.41
24.6,52.29,30.92,Black,Tobacco,16,0,39,DAP,19.66,120.63
29.87,56.39,37.84,Sandy,Cotton,13,4,6,10/26/2026,16.66,118.29
29.85,47.2,57.02,Sandy,Millets,27,0,20,10/26/2026,23.17,94.34
26.12,63.44,63.43,Loamy,Millets,5,10,36,DAP,26.68,130.89
34.94,57.44,52.37,Sandy,Wheat,5,3,5,DAP,18.17,120.21
31.59,63.18,56.9,Black,Paddy,16,4,36,10/26/2026,26.1,129.24
37.33,67.17,37.59,Loamy,Maize,11,0,42,10/26/2026,22.19,134.84
24.02,45.09,67.89,Loamy,Tobacco,37,1,2,14-35-14,24.09,99.42
33.56,66.29,26.04,Clayey,Wheat,43,2,2,14-35-14,18.89,133.8
30.78,50.3,52.95,Clayey,Barley,25,0,22,20-20,22.67,102.2
32.39,66.19,63.37,Clayey,Ground Nuts,10,7,26,10/26/2026,25.74,138.2
31.26,67.75,26.57,Black,Barley,23,2,22,Urea,19.14,125.73
38.04,69.01,42.8,Red,Ground Nuts,9,8,32,10/26/2026,22.81,134.89
32.73,62.66,34.5,Red,Paddy,12,1,44,17-17-17,21.72,128.15
27.79,60.14,41.16,Clayey,Paddy,37,0,4,10/26/2026,20.4,120.44
32.24,55.75,45.85,Black,Pulses,44,0,0,20-20,21.34,112.38
31.18,60.59,20.77,Black,Pulses,12,0,42,28-28,18.31,134.45
34.04,65.18,55.33,Black,Ground Nuts,12,7,32,28-28,25.23,137.01
28.92,49.12,20.0,Black,Pulses,11,14,31,17-17-17,17.31,107.11
36.08,74.86,38.71,Red,Wheat,8,20,21,10/26/2026,22.58,150.49
32.57,62.47,37.05,Sandy,Millets,14,3,36,Urea,21.61,128.75
32.53,51.27,44.71,Sandy,Ground Nuts,38,0,4,14-35-14,20.37,101.33
25.19,60.71,52.06,Red,Paddy,26,0,25,14-35-14,24.13,139.83
28.66,47.45,44.04,Loamy,Wheat,36,0,4,20-20,19.55,102.82
24.59,58.22,64.12,Sandy,Paddy,9,14,12,10/26/2026,23.9,133.37
25.71,59.93,51.81,Clayey,Tobacco,8,0,37,17-17-17,23.11,139.42
28.24,54.62,35.02,Clayey,Wheat,10,0,12,DAP,15.77,111.56
33.95,61.0,45.29,Clayey,Maize,18,3,17,17-17-17,20.86,124.84
33.88,59.02,35.32,Clayey,Sugarcane,11,4,27,DAP,19.27,116.17
30.87,58.93,70.0,Clayey,Oil seeds,2,9,32,28-28,26.34,139.28
33.25,69.66,51.62,Sandy,Maize,36,0,4,Urea,23.29,143.12
30.25,72.59,57.4,Black,Pulses,4,0,15,28-28,21.59,148.87
31.59,67.65,56.8,Sandy,Oil seeds,7,3,42,Urea,25.93,140.7
37.68,62.61,54.72,Black,Ground Nuts,41,0,4,Urea,23.96,115.63
30.23,70.15,26.2,Red,Oil seeds,19,0,33,17-17-17,20.05,145.23
30.29,58.63,51.24,Loamy,Ground Nuts,24,0,16,17-17-17,22.11,119.42
27.47,53.06,40.0,Red,Paddy,8,0,40,28-28,20.51,110.97
29.05,52.0,53.16,Black,Cotton,19,0,15,28-28,20.93,128.32
22.27,58.06,38.54,Black,Tobacco,2,16,19,28-28,19.06,136.63
26.4,57.87,57.72,Sandy,Cotton,36,0,2,14-35-14,23.03,131.02
24.38,52.09,25.67,Loamy,Sugarcane,13,10,26,28-28,17.69,121.35
33.24,51.28,65.32,Black,Pulses,5,14,29,Urea,25.39,104.86
27.41,52.54,41.48,Black,Barley,9,0,10,Urea,16.4,121.26
32.64,77.53,39.18,Clayey,Maize,12,0,34,20-20,22.49,158.21
27.61,71.93,41.84,Red,Barley,18,0,29,17-17-17,22.61,156.16
36.71,76.2,24.17,Sandy,Barley,10,0,17,14-35-14,16.5,146.84
31.72,71.9,41.1,Clayey,Oil seeds,14,2,38,20-20,23.51,148.89
38.33,70.83,45.85,Loamy,Cotton,1,14,17,Urea,21.05,136.74
31.36,44.29,43.74,Sandy,Pulses,10,0,40,17-17-17,20.68,98.42
31.97,57.04,39.26,Loamy,Maize,23,0,26,10/26/2026,20.91,114.71
30.86,66.38,42.56,Clayey,Sugarcane,15,0,41,14-35-14,23.55,145.74
29.81,63.42,20.0,Loamy,Millets,12,0,37,10/26/2026,17.69,135.21
30.18,68.42,36.95,Clayey,Barley,34,2,1,17-17-17,19.78,147.19
25.23,62.86,38.43,Red,Cotton,41,0,4,20-20,20.72,147.23
37.04,68.38,51.4,Red,Maize,4,9,28,28-28,23.27,139.78
26.14,52.36,40.32,Clayey,Paddy,24,0,17,14-35-14,19.45,117.87
25.71,49.13,33.26,Sandy,Sugarcane,5,10,31,14-35-14,18.46,102.39
30.12,69.25,21.43,Loamy,Paddy,39,1,4,28-28,17.81,143.97
27.34,63.01,48.83,Black,Cotton,21,2,23,10/26/2026,22.97,134.68
30.29,69.44,58.64,Clayey,Pulses,40,0,0,14-35-14,24.67,146.57
33.67,68.27,57.75,Clayey,Millets,34,4,0,DAP,24.08,152.14
34.7,66.76,69.2,Loamy,Sugarcane,7,14,16,20-20,26.07,135.06
34.38,60.73,50.97,Red,Oil seeds,9,11,8,DAP,20.47,124.15
33.48,62.18,48.6,Black,Wheat,9,3,13,20-20,19.69,124.02
33.6,60.98,68.08,Clayey,Tobacco,13,10,30,14-35-14,27.66,119.04
31.74,62.32,52.3,Loamy,Sugarcane,6,4,40,Urea,24.19,123.1
27.11,49.05,43.91,Black,Oil seeds,18,4,27,20-20,21.04,108.74
29.56,70.11,44.74,Sandy,Wheat,44,0,0,20-20,22.56,147.96
33.71,58.93,43.88,Loamy,Barley,18,0,33,DAP,22.32,123.25
21.93,44.5,63.49,Red,Maize,15,1,7,14-35-14,20.6,107.64
33.53,60.05,37.18,Red,Maize,12,1,40,20-20,21.39,111.5
25.31,51.61,33.05,Red,Ground Nuts,17,0,40,DAP,20.32,113.94
31.78,65.4,52.23,Sandy,Ground Nuts,18,0,42,10/26/2026,25.99,135.28
34.68,58.89,27.43,Sandy,Pulses,39,1,0,28-28,17.38,121.75
39.75,60.73,38.94,Clayey,Millets,11,0,42,17-17-17,21.81,114.93
22.69,51.37,61.27,Sandy,Oil seeds,8,0,19,Urea,21.44,118.86
24.06,40.2,34.24,Black,Wheat,2,19,12,10/26/2026,15.82,98.91
38.25,74.83,48.66,Clayey,Sugarcane,36,0,3,17-17-17,23.06,142.98
40.0,64.51,51.07,Red,Millets,36,0,0,28-28,22.07,112.96
35.73,71.25,45.65,Clayey,Millets,12,3,30,20-20,23.01,143.06
31.33,52.44,48.45,Black,Maize,40,0,2,DAP,21.23,111.29
32.64,71.49,45.45,Black,Maize,9,17,16,14-35-14,22.54,140.66
24.83,51.23,46.97,Red,Millets,19,0,18,28-28,20.07,118.89
30.57,73.76,66.01,Loamy,Oil seeds,18,0,39,17-17-17,29.13,155.3
27.61,52.18,38.91,Black,Tobacco,36,0,3,20-20,18.85,115.53
25.3,51.45,24.59,Sandy,Barley,9,9,32,17-17-17,17.56,111.74
31.71,58.44,35.47,Loamy,Pulses,14,0,34,Urea,20.14,130.56
25.28,55.82,32.12,Clayey,Barley,6,12,13,10/26/2026,16.66,126.06
29.97,58.25,31.86,Loamy,Sugarcane,38,0,0,28-28,17.9,119.03
32.38,58.5,45.02,Red,Wheat,8,0,38,20-20,21.75,121.05
30.69,59.44,51.07,Sandy,Sugarcane,26,0,17,10/26/2026,22.61,139.22
33.71,71.14,43.81,Clayey,Millets,37,0,4,17-17-17,22.03,142.5
26.91,52.52,30.81,Black,Cotton,17,3,41,28-28,20.56,118.32
29.32,51.48,40.11,Red,Tobacco,20,0,22,Urea,19.47,113.92
25.99,55.37,65.56,Sandy,Wheat,9,4,12,28-28,22.4,125.56
33.65,66.5,65.99,Black,Wheat,9,8,32,DAP,27.2,135.73
29.23,55.19,29.27,Red,Wheat,20,2,20,28-28,17.67,120.37
25.5,65.19,38.34,Loamy,Oil seeds,40,0,2,Urea,20.49,140.82
26.92,56.83,44.88,Loamy,Wheat,34,2,3,Urea,20.51,122.39
35.51,70.33,59.14,Loamy,Paddy,40,0,0,DAP,24.86,141.57
27.1,61.29,41.14,Sandy,Tobacco,28,3,16,10/26/2026,21.41,135.1
32.66,55.25,20.0,Red,Paddy,0,13,16,10/26/2026,13.88,121.57
35.8,55.37,57.55,Clayey,Maize,7,8,27,14-35-14,23.35,104.45
29.38,54.47,52.56,Sandy,Maize,22,0,24,14-35-14,22.86,112.07
36.66,76.82,39.74,Sandy,Millets,7,8,30,10/26/2026,22.38,144.3
32.53,60.02,29.35,Clayey,Wheat,10,4,42,Urea,20.27,121.22
32.66,74.93,33.56,Black,Pulses,13,0,12,17-17-17,17.96,157.97
34.63,63.8,24.01,Black,Maize,11,0,38,Urea,18.53,119.38
24.84,62.63,36.65,Black,Oil seeds,7,8,28,10/26/2026,20.04,127.71
29.0,44.56,33.96,Red,Millets,16,1,16,20-20,16.2,97.69
35.26,53.82,24.93,Red,Ground Nuts,21,2,19,Urea,16.67,108.09
33.42,55.5,64.41,Black,Paddy,5,5,32,17-17-17,24.73,106.2
28.04,55.51,49.43,Sandy,Wheat,40,0,4,28-28,22.04,119.07
34.9,61.86,35.47,Clayey,Millets,22,4,26,20-20,21.08,129.05
22.34,53.62,38.61,Red,Wheat,16,1,5,17-17-17,16.38,129.26
28.11,47.2,36.8,Clayey,Paddy,10,0,35,20-20,18.83,103.31
34.35,66.79,51.52,Black,Wheat,4,9,24,17-17-17,22.53,136.19
28.74,48.61,35.72,Red,Tobacco,14,3,37,14-35-14,20.11,110.41
22.56,50.58,29.13,Loamy,Oil seeds,12,0,17,20-20,15.23,114.9
26.95,50.63,43.0,Sandy,Barley,28,0,14,10/26/2026,19.96,111.88
26.39,54.79,46.15,Sandy,Wheat,25,0,19,DAP,21.31,118.21
30.13,72.21,35.94,Red,Ground Nuts,39,3,0,14-35-14,20.71,151.04
35.71,67.62,25.16,Red,Pulses,35,0,2,17-17-17,17.34,128.34
28.88,60.85,28.57,Clayey,Barley,19,0,40,10/26/2026,20.65,127.85
27.05,44.74,56.64,Red,Sugarcane,11,0,4,10/26/2026,18.05,104.11
29.34,44.01,41.14,Loamy,Tobacco,42,0,0,14-35-14,18.93,92.22
39.33,67.44,37.85,Loamy,Sugarcane,7,0,37,14-35-14,20.91,122.9
28.53,59.01,60.57,Clayey,Ground Nuts,8,0,40,28-28,25.21,127.07
23.12,58.63,37.49,Black,Cotton,33,3,0,14-35-14,18.76,145.32
31.53,58.95,51.37,Clayey,Paddy,17,0,21,14-35-14,21.87,126.44
33.55,60.65,58.59,Red,Wheat,8,2,9,20-20,20.63,122.92
30.15,64.35,67.45,Black,Pulses,14,12,11,20-20,25.48,141.23
39.81,63.65,63.69,Red,Tobacco,11,4,37,14-35-14,26.9,111.99
34.51,52.14,70.0,Clayey,Sugarcane,4,11,26,28-28,25.36,98.98
35.66,54.44,42.29,Loamy,Sugarcane,26,0,18,17-17-17,20.5,112.08
25.65,62.92,28.49,Sandy,Barley,44,0,2,14-35-14,18.89,150.58
28.51,44.09,28.38,Black,Ground Nuts,36,0,0,10/26/2026,15.49,98.12
30.09,54.43,60.02,Red,Maize,12,0,31,17-17-17,23.9,118.98
22.27,61.81,43.11,Red,Paddy,10,15,20,DAP,21.55,141.61
38.38,65.51,46.26,Black,Maize,9,18,17,28-28,22.4,122.89
32.61,50.77,63.48,Red,Ground Nuts,8,0,39,Urea,24.82,110.63
26.99,47.9,45.66,Red,Paddy,18,0,11,10/26/2026,18.27,110.83
29.77,63.41,50.3,Black,Millets,16,0,7,17-17-17,19.85,138.18
28.27,59.38,45.0,Loamy,Ground Nuts,13,3,41,10/26/2026,23.49,123.73
33.5,53.07,46.85,Red,Cotton,24,0,29,17-17-17,22.63,111.04
37.95,68.37,55.82,Loamy,Pulses,37,4,0,14-35-14,24.15,134.1
25.06,64.02,38.39,Black,Ground Nuts,26,3,22,DAP,21.73,145.88
26.79,62.91,25.01,Loamy,Sugarcane,14,0,35,DAP,18.64,135.46
26.72,52.56,31.72,Sandy,Paddy,12,0,41,DAP,19.55,123.04
22.39,61.19,37.56,Black,Millets,21,4,21,14-35-14,20.53,138.36
30.98,72.26,70.0,Sandy,Wheat,3,6,26,14-35-14,26.48,140.87
30.37,74.96,45.96,Sandy,Maize,3,18,20,Urea,22.84,148.26
36.58,61.79,40.55,Loamy,Maize,16,2,44,DAP,23.59,126.39
26.45,60.78,50.52,Sandy,Wheat,18,0,24,28-28,22.48,142.53
25.6,52.6,54.46,Red,Maize,13,0,13,Urea,20.05,123.66
35.57,72.13,33.41,Red,Millets,35,2,0,Urea,19.45,144.37
33.06,60.37,69.48,Sandy,Millets,12,0,39,28-28,27.58,116.3
29.39,53.28,40.12,Loamy,Pulses,17,0,21,Urea,19.05,118.13
28.21,59.37,42.81,Red,Paddy,46,4,4,17-17-17,22.6,127.58
35.57,60.63,45.71,Black,Sugarcane,7,4,31,14-35-14,21.51,115.69
37.32,76.39,48.4,Loamy,Cotton,9,20,18,28-28,24.37,146.08
40.0,56.27,40.77,Loamy,Millets,13,2,37,Urea,21.58,105.39
39.82,70.94,30.3,Loamy,Pulses,8,3,30,28-28,19.3,141.0
38.99,74.78,27.58,Black,Paddy,9,0,17,Urea,16.89,144.54
27.9,58.51,31.93,Red,Millets,36,3,3,20-20,18.54,131.03
33.88,68.15,42.03,Sandy,Sugarcane,9,12,32,28-28,23.17,131.46
40.0,71.79,58.99,Black,Sugarcane,19,1,39,14-35-14,27.83,134.71
30.18,53.72,36.61,Red,Barley,10,0,14,17-17-17,16.29,111.76
32.53,56.27,29.85,Clayey,Pulses,33,0,0,17-17-17,16.55,121.04
33.72,50.47,44.08,Black,Pulses,11,0,16,10/26/2026,17.91,105.2
31.86,51.97,62.52,Black,Tobacco,5,11,33,28-28,25.05,108.18
34.28,52.14,44.07,Black,Tobacco,39,4,0,10/26/2026,20.48,103.28
25.94,60.8,62.34,Clayey,Ground Nuts,11,0,19,Urea,23.05,138.92
26.63,56.66,45.46,Red,Pulses,23,1,21,DAP,21.51,129.26
35.09,63.88,46.21,Loamy,Cotton,26,4,25,20-20,23.88,124.02
32.66,59.08,54.63,Red,Millets,14,2,9,Urea,20.58,123.08
34.76,67.48,24.8,Loamy,Tobacco,34,0,0,17-17-17,16.81,133.38
31.21,56.6,34.03,Sandy,Wheat,18,2,40,14-35-14,21.47,116.5
34.72,67.85,69.81,Loamy,Barley,4,4,29,Urea,26.3,133.29
23.38,55.92,50.56,Clayey,Wheat,7,20,19,14-35-14,22.6,125.02
30.14,55.49,45.37,Clayey,Oil seeds,34,4,0,DAP,20.32,116.15
29.71,50.93,41.83,Sandy,Wheat,12,4,39,14-35-14,21.71,96.34
30.88,51.0,46.08,Red,Millets,8,5,27,28-28,20.32,101.26
31.28,68.41,27.47,Black,Oil seeds,19,0,25,10/26/2026,18.93,140.29
32.92,77.29,48.08,Clayey,Paddy,11,14,22,10/26/2026,24.4,153.69
25.87,69.73,28.7,Clayey,Wheat,16,2,40,17-17-17,21.41,153.13
30.53,63.85,56.3,Sandy,Barley,39,1,1,20-20,23.8,130.18
37.03,69.99,42.75,Clayey,Paddy,39,0,0,14-35-14,21.4,125.03
37.38,70.59,66.29,Sandy,Maize,8,2,17,20-20,24.37,138.77
28.44,55.23,33.64,Red,Ground Nuts,24,0,17,10/26/2026,18.4,121.92
24.57,49.59,48.59,Sandy,Ground Nuts,25,0,19,17-17-17,21.28,115.51
25.23,48.23,21.3,Black,Maize,13,17,13,Urea,15.53,109.44
30.98,60.86,33.37,Red,Oil seeds,12,0,44,20-20,21.16,123.54
28.45,55.92,48.02,Black,Cotton,18,2,19,17-17-17,21.05,117.46
22.21,43.72,21.74,Clayey,Oil seeds,14,15,14,Urea,15.17,104.62
36.2,55.53,54.66,Clayey,Sugarcane,12,1,37,10/26/2026,23.99,105.28
32.48,64.01,50.17,Loamy,Tobacco,11,1,39,20-20,24.09,119.15
29.67,60.0,70.0,Red,Tobacco,13,3,8,Urea,23.6,134.06
30.62,59.17,45.5,Sandy,Ground Nuts,36,0,3,20-20,20.87,119.17
29.51,55.64,28.32,Loamy,Tobacco,16,0,33,Urea,18.58,122.42
29.64,54.26,30.97,Black,Cotton,8,2,11,Urea,14.77,115.33
30.83,64.19,23.01,Clayey,Pulses,8,2,27,Urea,16.57,135.19
34.15,50.64,39.17,Loamy,Millets,41,0,0,17-17-17,19.05,105.94
32.54,52.1,29.86,Sandy,Paddy,7,8,27,20-20,17.48,106.22
35.15,65.46,50.44,Red,Pulses,24,4,19,Urea,23.68,138.39
32.88,70.34,29.01,Loamy,Ground Nuts,7,0,41,14-35-14,20.04,141.71
32.26,57.08,42.58,Clayey,Ground Nuts,35,0,0,Urea,19.47,123.07
28.94,60.34,31.18,Loamy,Millets,12,4,36,17-17-17,20.07,130.8
24.61,43.14,27.28,Red,Oil seeds,45,1,0,28-28,16.67,97.9
32.63,71.17,55.93,Loamy,Millets,11,10,27,Urea,25.5,142.99
31.18,72.57,46.74,Loamy,Maize,9,7,27,14-35-14,23.05,146.27
23.69,57.9,39.61,Sandy,Cotton,6,11,31,14-35-14,20.91,143.6
32.48,53.65,28.91,Clayey,Tobacco,41,3,0,17-17-17,17.75,120.45
28.7,53.21,40.31,Sandy,Ground Nuts,26,0,14,14-35-14,19.38,108.94
32.8,71.66,44.08,Red,Oil seeds,12,9,14,Urea,21.23,143.89
37.65,60.86,24.45,Black,Maize,7,0,34,10/26/2026,17.13,122.7
26.1,50.4,41.08,Black,Oil seeds,3,16,17,28-28,18.66,108.36
31.22,74.54,61.36,Sandy,Maize,9,0,38,Urea,26.78,153.75
36.78,69.9,38.86,Red,Ground Nuts,13,1,37,DAP,22.41,140.44
38.75,58.17,52.93,Loamy,Maize,33,0,3,28-28,21.8,108.41
29.13,47.06,44.06,Red,Pulses,1,17,12,20-20,18.02,98.9
28.65,62.64,41.6,Loamy,Pulses,30,0,1,DAP,19.23,137.04
20.54,40.79,56.58,Clayey,Cotton,32,0,2,28-28,20.5,95.16
27.19,62.12,35.74,Red,Cotton,45,0,0,Urea,20.11,134.79
29.74,53.77,40.06,Red,Tobacco,41,2,0,17-17-17,19.84,111.86
33.98,67.67,62.06,Black,Oil seeds,10,10,15,DAP,24.43,139.3
28.91,67.6,39.3,Red,Pulses,9,4,12,DAP,18.37,141.4
26.09,50.03,60.84,Sandy,Millets,10,17,15,20-20,23.47,115.84
29.22,54.96,70.0,Black,Ground Nuts,32,0,0,10/26/2026,24.3,117.84
27.68,66.84,28.69,Black,Oil seeds,9,18,20,28-28,19.47,143.54
21.94,46.3,27.7,Loamy,Sugarcane,10,0,14,14-35-14,13.77,110.49
32.27,54.7,59.44,Sandy,Ground Nuts,9,2,39,DAP,24.86,106.25
29.59,47.26,67.15,Loamy,Ground Nuts,36,0,0,14-35-14,23.56,102.55
38.97,61.93,48.53,Black,Tobacco,37,0,0,DAP,21.45,115.2
40.0,63.37,45.26,Sandy,Maize,36,0,0,14-35-14,20.79,120.82
32.81,73.39,41.77,Sandy,Pulses,6,2,36,28-28,22.29,148.36
36.48,66.13,30.41,Black,Cotton,13,4,9,DAP,16.59,124.88
31.25,67.15,42.57,Sandy,Tobacco,45,4,1,17-17-17,22.73,140.06
24.83,57.76,31.75,Sandy,Ground Nuts,17,0,23,14-35-14,18.13,131.11
29.72,53.18,42.19,Sandy,Cotton,19,3,33,DAP,22.01,115.77
27.26,43.94,42.1,Loamy,Paddy,22,0,21,14-35-14,19.26,92.9
34.34,55.85,27.98,Black,Wheat,39,0,0,28-28,17.03,115.66
23.7,41.13,58.8,Sandy,Ground Nuts,8,15,14,Urea,21.42,106.04
33.32,71.88,37.86,Loamy,Sugarcane,8,4,32,20-20,21.36,146.72
27.34,55.87,43.75,Clayey,Pulses,38,0,0,10/26/2026,20.04,123.22
22.71,49.95,45.22,Loamy,Tobacco,6,12,23,14-35-14,20.19,115.77
29.55,59.76,58.15,Clayey,Wheat,12,0,12,14-35-14,21.21,125.46
33.39,53.49,50.08,Sandy,Tobacco,13,5,17,28-28,20.62,104.8
31.64,68.77,39.39,Sandy,Ground Nuts,37,0,0,20-20,20.3,142.19
23.18,46.72,29.53,Black,Paddy,16,17,7,17-17-17,16.58,101.96
24.94,66.7,66.09,Sandy,Pulses,7,0,10,17-17-17,22.44,144.82
21.74,44.09,59.39,Sandy,Barley,10,17,19,Urea,23.19,115.78
30.28,63.74,54.26,Loamy,Pulses,35,0,0,17-17-17,22.48,126.5
23.22,49.73,51.54,Clayey,Pulses,20,0,22,20-20,21.58,119.14
29.69,47.64,46.87,Clayey,Ground Nuts,25,3,20,14-35-14,21.34,106.15
35.79,55.43,70.0,Black,Maize,15,7,16,DAP,25.24,108.85
38.68,77.89,35.76,Loamy,Maize,10,11,26,14-35-14,21.99,161.07
34.07,60.31,40.04,Red,Barley,13,0,40,20-20,21.99,127.1
29.16,66.79,59.72,Sandy,Ground Nuts,22,0,22,17-17-17,25.22,136.08
36.5,69.77,62.08,Loamy,Ground Nuts,12,2,44,10/26/2026,28.09,130.4
27.05,63.35,58.77,Red,Paddy,7,17,13,DAP,23.64,137.53
31.49,71.13,61.76,Black,Barley,10,0,33,28-28,25.91,134.53
30.84,59.19,45.38,Loamy,Wheat,21,0,23,14-35-14,21.59,122.55
34.3,52.7,60.28,Sandy,Wheat,9,8,25,20-20,23.63,102.14
31.13,73.3,29.78,Loamy,Barley,3,3,29,DAP,18.54,154.91
28.87,58.01,36.28,Sandy,Tobacco,28,2,20,20-20,20.56,121.58
36.02,63.58,41.22,Red,Tobacco,8,4,13,14-35-14,18.35,122.22
35.93,59.27,55.76,Sandy,Oil seeds,35,4,0,DAP,22.93,117.33
32.15,54.75,62.62,Loamy,Cotton,12,2,38,DAP,25.8,119.98
23.42,58.34,36.7,Clayey,Millets,43,4,2,28-28,20.52,138.57
24.23,54.91,32.3,Loamy,Maize,10,20,17,20-20,19.0,127.13
28.51,48.44,45.73,Black,Cotton,12,1,33,Urea,20.89,98.58
32.06,55.34,56.8,Sandy,Paddy,14,0,36,DAP,24.39,107.56
31.18,54.19,43.3,Loamy,Tobacco,40,0,0,17-17-17,20.08,118.48
33.59,54.6,51.9,Loamy,Barley,10,0,45,Urea,24.09,108.11
30.36,59.8,70.0,Red,Millets,17,0,31,Urea,27.18,121.4
28.79,64.17,68.25,Sandy,Tobacco,7,14,26,20-20,27.12,144.59
28.74,44.89,43.99,Black,Cotton,18,1,22,14-35-14,19.44,98.14
32.33,48.88,31.39,Black,Sugarcane,32,2,0,DAP,16.27,88.14
39.12,61.14,51.1,Red,Millets,12,20,21,Urea,24.28,112.48
34.71,54.08,46.09,Loamy,Millets,11,0,12,Urea,18.08,111.42
30.34,64.88,34.89,Sandy,Barley,14,0,9,17-17-17,16.92,144.03
27.59,52.12,42.52,Red,Tobacco,12,3,40,17-17-17,21.97,116.0
35.14,69.39,45.5,Black,Wheat,12,0,39,Urea,23.69,136.6
29.61,55.37,42.37,Clayey,Barley,44,0,4,10/26/2026,21.21,117.74
27.8,61.15,38.19,Black,Tobacco,16,0,40,14-35-14,22.15,138.68
39.34,73.55,37.74,Sandy,Barley,12,1,41,10/26/2026,23.0,142.39
25.49,58.9,27.75,Sandy,Maize,10,0,10,10/26/2026,14.44,130.2
30.35,62.68,46.39,Black,Cotton,38,0,1,20-20,21.4,137.18
29.31,65.11,40.63,Black,Tobacco,20,0,23,14-35-14,21.09,136.95
30.84,76.53,34.0,Loamy,Cotton,11,0,39,Urea,21.95,160.31
34.51,54.23,48.09,Loamy,Sugarcane,21,0,23,DAP,21.64,104.72
29.97,59.98,41.02,Loamy,Tobacco,21,2,24,10/26/2026,21.25,126.96
29.54,46.05,47.43,Clayey,Maize,10,22,13,10/26/2026,20.84,102.44
29.6,65.96,27.64,Sandy,Maize,18,2,21,DAP,18.27,136.6
32.18,62.78,23.55,Loamy,Pulses,4,4,30,20-20,16.69,122.34
32.29,62.31,33.23,Sandy,Tobacco,39,4,1,10/26/2026,19.48,127.92
36.35,69.02,43.17,Loamy,Sugarcane,11,14,18,28-28,21.99,133.69
37.33,59.48,53.07,Clayey,Wheat,14,0,38,DAP,24.36,111.46
38.06,52.11,41.53,Clayey,Ground Nuts,10,4,43,14-35-14,22.07,99.83
29.52,68.99,56.83,Sandy,Paddy,14,3,33,20-20,25.77,154.26
40.0,78.86,52.13,Clayey,Sugarcane,10,9,28,17-17-17,25.36,163.59
22.07,51.67,51.97,Clayey,Tobacco,20,0,26,14-35-14,22.46,124.95
30.67,50.16,40.76,Black,Cotton,14,0,10,17-17-17,16.77,103.15
25.98,62.89,61.12,Red,Oil seeds,11,5,34,10/26/2026,26.01,139.19
29.25,53.85,33.95,Red,Maize,18,1,20,14-35-14,18.03,110.86
26.51,60.56,35.77,Loamy,Barley,10,0,9,DAP,16.06,126.29
26.7,52.31,61.77,Clayey,Sugarcane,10,6,29,DAP,24.34,112.42
25.95,62.86,51.74,Clayey,Oil seeds,21,0,25,20-20,23.53,138.53
24.2,60.2,34.14,Loamy,Oil seeds,19,4,27,28-28,20.35,138.55
23.0,52.82,37.28,Clayey,Millets,24,0,28,DAP,20.54,120.6
31.77,57.58,49.46,Sandy,Sugarcane,10,0,11,20-20,18.8,119.54
30.35,73.19,41.73,Sandy,Ground Nuts,3,21,21,17-17-17,22.41,152.58
32.72,56.31,41.59,Sandy,Paddy,9,0,9,17-17-17,16.65,115.54
32.17,56.59,62.96,Clayey,Oil seeds,11,10,26,28-28,25.3,120.11
29.6,58.17,40.56,Red,Millets,17,4,38,DAP,22.78,130.67
29.06,62.14,45.05,Red,Ground Nuts,3,18,16,28-28,20.77,127.08
25.43,50.72,42.78,Clayey,Sugarcane,44,0,2,Urea,20.53,116.69
31.93,61.7,61.0,Loamy,Pulses,3,11,29,17-17-17,24.82,121.33
38.76,72.35,28.4,Black,Pulses,18,0,16,28-28,18.02,139.38
22.95,47.87,42.49,Red,Sugarcane,7,14,17,14-35-14,18.98,113.98
35.14,69.77,31.06,Sandy,Ground Nuts,18,0,20,10/26/2026,18.89,130.32
22.81,48.89,28.47,Loamy,Maize,16,0,11,20-20,14.63,115.55
38.07,62.7,66.49,Red,Maize,31,0,0,20-20,24.22,117.99
24.17,62.74,42.08,Black,Wheat,39,0,3,17-17-17,20.99,143.01
29.03,66.58,27.4,Loamy,Ground Nuts,39,0,4,28-28,18.59,147.19
37.98,57.42,48.64,Loamy,Pulses,4,0,8,10/26/2026,17.27,111.39
24.2,63.32,30.41,Red,Sugarcane,14,21,16,17-17-17,20.06,140.08
39.47,72.83,59.41,Sandy,Tobacco,13,1,40,28-28,27.27,132.75
